天津电信-组播1,#group#
河南卫视,http://218.1.171.151:4022/rtp/239.45.0.3:5140
海南卫视,http://218.1.171.151:4022/rtp/239.45.1.81:5140
深圳卫视,http://218.1.171.151:4022/rtp/239.45.3.231:5140
四川卫视,http://218.1.171.151:4022/rtp/239.45.1.83:5140
重庆卫视,http://218.1.171.151:4022/rtp/239.45.1.84:5140
云南卫视,http://218.1.171.151:4022/rtp/239.45.0.4:5140
贵州卫视,http://218.1.171.151:4022/rtp/239.45.1.80:5140
吉林卫视,http://218.1.171.151:4022/rtp/239.45.0.6:5140
辽宁卫视,http://218.1.171.151:4022/rtp/239.45.1.123:5140
黑龙江卫视,http://218.1.171.151:4022/rtp/239.45.3.232:5140
山西卫视,http://218.1.171.151:4022/rtp/239.45.1.229:5140
青海卫视,http://218.1.171.151:4022/rtp/239.45.1.230:5140
西藏卫视,http://218.1.171.151:4022/rtp/239.45.1.231:5140
宁夏卫视,http://218.1.171.151:4022/rtp/239.45.1.213:5140
陕西卫视,http://218.1.171.151:4022/rtp/239.45.1.232:5140
云南卫视,http://218.1.171.151:4022/rtp/239.45.0.4:5140
甘肃卫视,http://218.1.171.151:4022/rtp/239.45.1.234:5140
内蒙古卫视,http://218.1.171.151:4022/rtp/239.45.1.238:5140
河南卫视,http://218.1.171.151:4022/rtp/239.45.0.3:5140
新疆卫视,http://218.1.171.151:4022/rtp/239.45.1.116:5140
兵团卫视,http://218.1.171.151:4022/rtp/239.45.1.117:5140
三沙卫视,http://218.1.171.151:4022/rtp/239.45.1.82:5140
康巴卫视,http://218.1.171.151:4022/rtp/239.45.1.251:5140
金鹰卡通,http://218.1.171.151:4022/rtp/239.45.0.38:5140
金鹰纪实,http://218.1.171.151:4022/rtp/239.45.1.45:5140
北京卡酷少儿,http://218.1.171.151:4022/rtp/239.45.0.8:5140
北京纪实科教,http://218.1.171.151:4022/rtp/239.45.1.14:5140
CETV1,http://218.1.171.151:4022/rtp/239.45.1.125:5140
CETV2,http://218.1.171.151:4022/rtp/239.45.1.52:5140
CETV4,http://218.1.171.151:4022/rtp/239.45.1.50:5140
CGTN英语,http://218.1.171.151:4022/rtp/239.45.1.194:5140
嘉定频道,http://218.1.171.151:4022/rtp/239.45.3.185:5140
嘉佳卡通,http://218.1.171.151:4022/rtp/239.45.1.48:5140
东方购物-1HD,http://218.1.171.151:4022/rtp/239.45.3.74:5140
东方购物-2HD,http://218.1.171.151:4022/rtp/239.45.3.75:5140
东方购物-3HD,http://218.1.171.151:4022/rtp/239.45.3.207:5140

上海电信-组播5,#group#
东方卫视,http://58.32.33.197:4022/rtp/239.45.3.146:5140
新闻综合,http://58.32.33.197:4022/rtp/239.45.3.209:5140
都市频道,http://58.32.33.197:4022/rtp/239.45.3.236:5140
东方影视,http://58.32.33.197:4022/rtp/239.45.3.237:5140
都市剧场,http://58.32.33.197:4022/rtp/239.45.3.136:5140
欢笑剧场,http://58.32.33.197:4022/rtp/239.45.3.196:5140
动漫秀场,http://58.32.33.197:4022/rtp/239.45.3.134:5140
哈哈炫动,http://58.32.33.197:4022/rtp/239.45.1.55:5140
法治天地,http://58.32.33.197:4022/rtp/239.45.1.46:5140
金色学堂,http://58.32.33.197:4022/rtp/239.45.0.9:5140
游戏风云,http://58.32.33.197:4022/rtp/239.45.3.131:5140
生活时尚,http://58.32.33.197:4022/rtp/239.45.3.132:5140
上海教育,http://58.32.33.197:4022/rtp/239.45.0.13:5140
东方财经,http://58.32.33.197:4022/rtp/239.45.0.17:5140
五星体育,http://58.32.33.197:4022/rtp/239.45.3.210:5140
第一财经,http://58.32.33.197:4022/rtp/239.45.3.211:5140
乐游纪实,http://58.32.33.197:4022/rtp/239.45.3.135:5140
CCTV-1综合,http://58.32.33.197:4022/rtp/239.45.3.145:5140
CCTV-2财经,http://58.32.33.197:4022/rtp/239.45.3.208:5140
CCTV-3综艺,http://58.32.33.197:4022/rtp/239.45.1.68:5140
CCTV-4中文国际,http://58.32.33.197:4022/rtp/239.45.0.2:5140
CCTV-5体育,http://58.32.33.197:4022/rtp/239.45.1.69:5140
CCTV-6电影,http://58.32.33.197:4022/rtp/239.45.1.70:5140
CCTV-7国防军事,http://58.32.33.197:4022/rtp/239.45.3.56:5140
CCTV-8电视剧,http://58.32.33.197:4022/rtp/239.45.1.71:5140
CCTV-9纪录,http://58.32.33.197:4022/rtp/239.45.3.4:5140
CCTV-10科教,http://58.32.33.197:4022/rtp/239.45.3.8:5140
CCTV-11戏曲,http://58.32.33.197:4022/rtp/239.45.1.196:5140
CCTV-12社会与法,http://58.32.33.197:4022/rtp/239.45.3.10:5140
CCTV-13新闻,http://58.32.33.197:4022/rtp/239.45.1.198:5140
CCTV-14少儿,http://58.32.33.197:4022/rtp/239.45.3.23:5140
CCTV-15音乐,http://58.32.33.197:4022/rtp/239.45.1.200:5140
CCTV-17农业农村,http://58.32.33.197:4022/rtp/239.45.3.52:5140
欢笑剧场4K,http://58.32.33.197:4022/rtp/239.45.1.4:5140
百事通电影4K,http://58.32.33.197:4022/rtp/239.45.1.42:5140
百事通少儿4K,http://58.32.33.197:4022/rtp/239.45.1.1:5140
百事通电影4K,http://58.32.33.197:4022/rtp/239.45.3.107:5140
百事通纪实4K,http://58.32.33.197:4022/rtp/239.45.1.10:5140
百事通体育,http://58.32.33.197:4022/rtp/239.45.3.139:5140
百事通科教,http://58.32.33.197:4022/rtp/239.45.1.29:5140
北京卫视,http://58.32.33.197:4022/rtp/239.45.3.229:5140
江苏卫视,http://58.32.33.197:4022/rtp/239.45.3.177:5140
浙江卫视,http://58.32.33.197:4022/rtp/239.45.3.178:5140
湖北卫视,http://58.32.33.197:4022/rtp/239.45.3.239:5140
湖南卫视,http://58.32.33.197:4022/rtp/239.45.3.228:5140
天津卫视,http://58.32.33.197:4022/rtp/239.45.1.124:5140
安徽卫视,http://58.32.33.197:4022/rtp/239.45.1.120:5140
山东卫视,http://58.32.33.197:4022/rtp/239.45.3.238:5140
广东卫视,http://58.32.33.197:4022/rtp/239.45.3.230:5140
东南卫视,http://58.32.33.197:4022/rtp/239.45.1.121:5140
广西卫视,http://58.32.33.197:4022/rtp/239.45.0.5:5140
江西卫视,http://58.32.33.197:4022/rtp/239.45.1.122:5140
河北卫视,http://58.32.33.197:4022/rtp/239.45.1.44:5140
河南卫视,http://58.32.33.197:4022/rtp/239.45.0.3:5140
海南卫视,http://58.32.33.197:4022/rtp/239.45.1.81:5140
深圳卫视,http://58.32.33.197:4022/rtp/239.45.3.231:5140
四川卫视,http://58.32.33.197:4022/rtp/239.45.1.83:5140
重庆卫视,http://58.32.33.197:4022/rtp/239.45.1.84:5140
云南卫视,http://58.32.33.197:4022/rtp/239.45.0.4:5140
贵州卫视,http://58.32.33.197:4022/rtp/239.45.1.80:5140
吉林卫视,http://58.32.33.197:4022/rtp/239.45.0.6:5140
辽宁卫视,http://58.32.33.197:4022/rtp/239.45.1.123:5140
黑龙江卫视,http://58.32.33.197:4022/rtp/239.45.3.232:5140
山西卫视,http://58.32.33.197:4022/rtp/239.45.1.229:5140
青海卫视,http://58.32.33.197:4022/rtp/239.45.1.230:5140
西藏卫视,http://58.32.33.197:4022/rtp/239.45.1.231:5140
宁夏卫视,http://58.32.33.197:4022/rtp/239.45.1.213:5140
陕西卫视,http://58.32.33.197:4022/rtp/239.45.1.232:5140
云南卫视,http://58.32.33.197:4022/rtp/239.45.0.4:5140
甘肃卫视,http://58.32.33.197:4022/rtp/239.45.1.234:5140
内蒙古卫视,http://58.32.33.197:4022/rtp/239.45.1.238:5140
河南卫视,http://58.32.33.197:4022/rtp/239.45.0.3:5140
新疆卫视,http://58.32.33.197:4022/rtp/239.45.1.116:5140
兵团卫视,http://58.32.33.197:4022/rtp/239.45.1.117:5140
三沙卫视,http://58.32.33.197:4022/rtp/239.45.1.82:5140
康巴卫视,http://58.32.33.197:4022/rtp/239.45.1.251:5140
金鹰卡通,http://58.32.33.197:4022/rtp/239.45.0.38:5140
金鹰纪实,http://58.32.33.197:4022/rtp/239.45.1.45:5140
北京卡酷少儿,http://58.32.33.197:4022/rtp/239.45.0.8:5140
北京纪实科教,http://58.32.33.197:4022/rtp/239.45.1.14:5140
CETV1,http://58.32.33.197:4022/rtp/239.45.1.125:5140
CETV2,http://58.32.33.197:4022/rtp/239.45.1.52:5140
CETV4,http://58.32.33.197:4022/rtp/239.45.1.50:5140
CGTN英语,http://58.32.33.197:4022/rtp/239.45.1.194:5140
嘉定频道,http://58.32.33.197:4022/rtp/239.45.3.185:5140
嘉佳卡通,http://58.32.33.197:4022/rtp/239.45.1.48:5140
东方购物-1HD,http://58.32.33.197:4022/rtp/239.45.3.74:5140
东方购物-2HD,http://58.32.33.197:4022/rtp/239.45.3.75:5140
东方购物-3HD,http://58.32.33.197:4022/rtp/239.45.3.207:5140

贵州电信-组播1,#group#
贵州卫视,http://111.123.103.198:8881/rtp/238.255.2.1:5999
贵州卫视2,http://111.123.103.198:8881/rtp/238.255.2.2:5999
贵州卫视3,http://111.123.103.198:8881/rtp/238.255.2.3:5999
贵州卫视4,http://111.123.103.198:8881/rtp/238.255.2.4:5999
贵州卫视5,http://111.123.103.198:8881/rtp/238.255.2.5:5999
贵州卫视6,http://111.123.103.198:8881/rtp/238.255.2.6:5999
贵州卫视7,http://111.123.103.198:8881/rtp/238.255.2.9:5999
贵阳-1,http://111.123.103.198:8881/rtp/238.255.2.19:5999
贵阳-2,http://111.123.103.198:8881/rtp/238.255.2.20:5999
贵阳-3,http://111.123.103.198:8881/rtp/238.255.2.22:5999
六盘水-1,http://111.123.103.198:8881/rtp/238.255.2.115:5999
六盘水-2,http://111.123.103.198:8881/rtp/238.255.2.116:5999
黔南-1,http://111.123.103.198:8881/rtp/238.255.2.150:5999
黔南-2,http://111.123.103.198:8881/rtp/238.255.2.151:5999
黔西南综合频道,http://111.123.103.198:8881/rtp/238.255.2.126:5999
黔西南公共频道,http://111.123.103.198:8881/rtp/238.255.2.127:5999
黔西-1,http://111.123.103.198:8881/rtp/238.255.2.161:5999
黔东南综合频道,http://111.123.103.198:8881/rtp/238.255.2.179:5999
遵义综合频道,http://111.123.103.198:8881/rtp/238.255.2.153:5999
遵义公共频道,http://111.123.103.198:8881/rtp/238.255.2.152:5999
遵义都市频道,http://111.123.103.198:8881/rtp/238.255.2.154:5999
铜仁-1,http://111.123.103.198:8881/rtp/238.255.2.31:5999
铜仁-2,http://111.123.103.198:8881/rtp/238.255.2.87:5999
毕节-1,http://111.123.103.198:8881/rtp/238.255.2.131:5999
毕节-2,http://111.123.103.198:8881/rtp/238.255.2.132:5999
安顺新闻综合,http://111.123.103.198:8881/rtp/238.255.2.157:5999
安顺公共频道,http://111.123.103.198:8881/rtp/238.255.2.158:5999
瓮安电视台,http://111.123.103.198:8881/rtp/238.255.2.216:5999
思南综合频道,http://111.123.103.198:8881/rtp/238.255.2.218:5999
凯里TV,http://111.123.103.198:8881/rtp/238.255.2.180:5999
雷山综合频道,http://111.123.103.198:8881/rtp/238.255.2.128:5999
CCTV-1综合,http://111.123.103.198:8881/rtp/238.255.2.91:5999
CCTV-2财经,http://111.123.103.198:8881/rtp/238.255.2.11:5999
CCTV-3综艺,http://111.123.103.198:8881/rtp/238.255.2.133:5999
CCTV-4中文国际,http://111.123.103.198:8881/rtp/238.255.2.92:5999
CCTV-5体育,http://111.123.103.198:8881/rtp/238.255.2.134:5999
CCTV-5+体育赛事,http://111.123.103.198:8881/rtp/238.255.2.185:5999
CCTV-6电影,http://111.123.103.198:8881/rtp/238.255.2.135:5999
CCTV-7国防军事,http://111.123.103.198:8881/rtp/238.255.2.12:5999
CCTV-8电视剧,http://111.123.103.198:8881/rtp/238.255.2.136:5999
CCTV-9纪录,http://111.123.103.198:8881/rtp/238.255.2.155:5999
CCTV-10科教,http://111.123.103.198:8881/rtp/238.255.2.13:5999
CCTV-11戏曲,http://111.123.103.198:8881/rtp/238.255.2.14:5999
CCTV-12社会与法,http://111.123.103.198:8881/rtp/238.255.2.15:5999
CCTV-13新闻,http://111.123.103.198:8881/rtp/238.255.2.16:5999
CCTV-13新闻,http://111.123.103.198:8881/rtp/238.255.2.218:5999
CCTV-14少儿,http://111.123.103.198:8881/rtp/238.255.2.17:5999
CCTV-15音乐,http://111.123.103.198:8881/rtp/238.255.2.18:5999
CCTV-17农业农村,http://111.123.103.198:8881/rtp/238.255.2.137:5999
CCTV第一剧场,http://111.123.103.198:8881/rtp/238.255.2.25:5999
CCTV风云剧场,http://111.123.103.198:8881/rtp/238.255.2.28:5999
CCTV怀旧剧场,http://111.123.103.198:8881/rtp/238.255.2.33:5999
CCTV兵器科技,http://111.123.103.198:8881/rtp/238.255.2.34:5999
CCTV风云音乐,http://111.123.103.198:8881/rtp/238.255.2.24:5999
CCTV风云足球,http://111.123.103.198:8881/rtp/238.255.2.29:5999
CCTV高尔夫网球,http://111.123.103.198:8881/rtp/238.255.2.223:5999
CCTV女性时尚,http://111.123.103.198:8881/rtp/238.255.2.27:5999
CCTV世界地理,http://111.123.103.198:8881/rtp/238.255.2.26:5999
CCTV央视台球,http://111.123.103.198:8881/rtp/238.255.2.224:5999
CCTV央视文化精品,http://111.123.103.198:8881/rtp/238.255.2.32:5999
CCTV-4欧洲,http://111.123.103.198:8881/rtp/238.255.2.213:5999
CCTV-4美洲,http://111.123.103.198:8881/rtp/238.255.2.214:5999
CETV1,http://111.123.103.198:8881/rtp/238.255.2.105:5999
CETV2,http://111.123.103.198:8881/rtp/238.255.2.221:5999
CETV4,http://111.123.103.198:8881/rtp/238.255.2.222:5999
北京卫视,http://111.123.103.198:8881/rtp/238.255.2.81:5999
东方卫视,http://111.123.103.198:8881/rtp/238.255.2.98:5999
东南卫视,http://111.123.103.198:8881/rtp/238.255.2.103:5999
广东卫视,http://111.123.103.198:8881/rtp/238.255.2.59:5999
海南卫视,http://111.123.103.198:8881/rtp/238.255.2.58:5999
河北卫视,http://111.123.103.198:8881/rtp/238.255.2.77:5999
河南卫视,http://111.123.103.198:8881/rtp/238.255.2.74:5999
黑龙江卫视,http://111.123.103.198:8881/rtp/238.255.2.96:5999
湖北卫视,http://111.123.103.198:8881/rtp/238.255.2.102:5999
江苏卫视,http://111.123.103.198:8881/rtp/238.255.2.104:5999
浙江卫视,http://111.123.103.198:8881/rtp/238.255.2.100:5999
重庆卫视,http://111.123.103.198:8881/rtp/238.255.2.78:5999
安徽卫视,http://111.123.103.198:8881/rtp/238.255.2.101:5999
江西卫视,http://111.123.103.198:8881/rtp/238.255.2.94:5999
青海卫视,http://111.123.103.198:8881/rtp/238.255.2.51:5999
山东卫视,http://111.123.103.198:8881/rtp/238.255.2.97:5999
深圳卫视,http://111.123.103.198:8881/rtp/238.255.2.61:5999
四川卫视,http://111.123.103.198:8881/rtp/238.255.2.76:5999
天津卫视,http://111.123.103.198:8881/rtp/238.255.2.99:5999
辽宁卫视,http://111.123.103.198:8881/rtp/238.255.2.69:5999
甘肃卫视,http://111.123.103.198:8881/rtp/238.255.2.73:5999
湖南卫视,http://111.123.103.198:8881/rtp/238.255.2.93:5999
吉林卫视,http://111.123.103.198:8881/rtp/238.255.2.95:5999
云南卫视,http://111.123.103.198:8881/rtp/238.255.2.63:5999
山东教育卫视,http://111.123.103.198:8881/rtp/238.255.2.79:5999
山西卫视,http://111.123.103.198:8881/rtp/238.255.2.71:5999
陕西卫视,http://111.123.103.198:8881/rtp/238.255.2.72:5999
宁夏卫视,http://111.123.103.198:8881/rtp/238.255.2.75:5999
广西卫视,http://111.123.103.198:8881/rtp/238.255.2.64:5999
内蒙古卫视,http://111.123.103.198:8881/rtp/238.255.2.53:5999
三沙卫视,http://111.123.103.198:8881/rtp/238.255.2.203:5999
厦门卫视,http://111.123.103.198:8881/rtp/238.255.2.205:5999
西藏卫视,http://111.123.103.198:8881/rtp/238.255.2.202:5999
新疆卫视,http://111.123.103.198:8881/rtp/238.255.2.163:5999
新疆卫视,http://111.123.103.198:8881/rtp/238.255.2.66:5999
西藏卫视藏语,http://111.123.103.198:8881/rtp/238.255.2.23:5999
西藏卫视,http://111.123.103.198:8881/rtp/238.255.2.65:5999
延边卫视,http://111.123.103.198:8881/rtp/238.255.2.204:5999
康巴卫视,http://111.123.103.198:8881/rtp/238.255.2.140:5999
兵团卫视,http://111.123.103.198:8881/rtp/238.255.2.67:5999
农林卫视,http://111.123.103.198:8881/rtp/238.255.2.120:5999
安多卫视,http://111.123.103.198:8881/rtp/238.255.2.189:5999
北京纪实科教,http://111.123.103.198:8881/rtp/238.255.2.107:5999
北京卡酷少儿,http://111.123.103.198:8881/rtp/238.255.2.80:5999
北京卡酷少儿,http://111.123.103.198:8881/rtp/238.255.2.106:5999
金鹰纪实,http://111.123.103.198:8881/rtp/238.255.2.108:5999
金鹰卡通,http://111.123.103.198:8881/rtp/238.255.2.55:5999
CGTN英语,http://111.123.103.198:8881/rtp/238.255.2.207:5999
CGTN纪录,http://111.123.103.198:8881/rtp/238.255.2.212:5999
CGTN阿拉伯语,http://111.123.103.198:8881/rtp/238.255.2.211:5999
CGTN俄语,http://111.123.103.198:8881/rtp/238.255.2.210:5999
CGTN法语,http://111.123.103.198:8881/rtp/238.255.2.208:5999
CGTN西班牙语,http://111.123.103.198:8881/rtp/238.255.2.209:5999
天元围棋,http://111.123.103.198:8881/rtp/238.255.2.7:5999
贵州直播频道,http://111.123.103.198:8881/rtp/238.255.2.206:5999
优漫卡通,http://111.123.103.198:8881/rtp/238.255.2.57:5999
嘉佳卡通,http://111.123.103.198:8881/rtp/238.255.2.62:5999
哈哈炫动,http://111.123.103.198:8881/rtp/238.255.2.56:5999
汽摩频道,http://111.123.103.198:8881/rtp/238.255.2.148:5999

贵州电信-组播2,#group#
贵州卫视,http://218.86.184.186:4022/rtp/238.255.2.1:5999
贵州卫视2,http://218.86.184.186:4022/rtp/238.255.2.2:5999
贵州卫视3,http://218.86.184.186:4022/rtp/238.255.2.3:5999
贵州卫视4,http://218.86.184.186:4022/rtp/238.255.2.4:5999
贵州卫视5,http://218.86.184.186:4022/rtp/238.255.2.5:5999
贵州卫视6,http://218.86.184.186:4022/rtp/238.255.2.6:5999
贵州卫视7,http://218.86.184.186:4022/rtp/238.255.2.9:5999
贵阳-1,http://218.86.184.186:4022/rtp/238.255.2.19:5999
贵阳-2,http://218.86.184.186:4022/rtp/238.255.2.20:5999
贵阳-3,http://218.86.184.186:4022/rtp/238.255.2.22:5999
六盘水-1,http://218.86.184.186:4022/rtp/238.255.2.115:5999
六盘水-2,http://218.86.184.186:4022/rtp/238.255.2.116:5999
黔南-1,http://218.86.184.186:4022/rtp/238.255.2.150:5999
黔南-2,http://218.86.184.186:4022/rtp/238.255.2.151:5999
黔西南综合频道,http://218.86.184.186:4022/rtp/238.255.2.126:5999
黔西南公共频道,http://218.86.184.186:4022/rtp/238.255.2.127:5999
黔西-1,http://218.86.184.186:4022/rtp/238.255.2.161:5999
黔东南综合频道,http://218.86.184.186:4022/rtp/238.255.2.179:5999
遵义综合频道,http://218.86.184.186:4022/rtp/238.255.2.153:5999
遵义公共频道,http://218.86.184.186:4022/rtp/238.255.2.152:5999
遵义都市频道,http://218.86.184.186:4022/rtp/238.255.2.154:5999
铜仁-1,http://218.86.184.186:4022/rtp/238.255.2.31:5999
铜仁-2,http://218.86.184.186:4022/rtp/238.255.2.87:5999
毕节-1,http://218.86.184.186:4022/rtp/238.255.2.131:5999
毕节-2,http://218.86.184.186:4022/rtp/238.255.2.132:5999
安顺新闻综合,http://218.86.184.186:4022/rtp/238.255.2.157:5999
安顺公共频道,http://218.86.184.186:4022/rtp/238.255.2.158:5999
瓮安电视台,http://218.86.184.186:4022/rtp/238.255.2.216:5999
思南综合频道,http://218.86.184.186:4022/rtp/238.255.2.218:5999
凯里TV,http://218.86.184.186:4022/rtp/238.255.2.180:5999
雷山综合频道,http://218.86.184.186:4022/rtp/238.255.2.128:5999
CCTV-1综合,http://218.86.184.186:4022/rtp/238.255.2.91:5999
CCTV-2财经,http://218.86.184.186:4022/rtp/238.255.2.11:5999
CCTV-3综艺,http://218.86.184.186:4022/rtp/238.255.2.133:5999
CCTV-4中文国际,http://218.86.184.186:4022/rtp/238.255.2.92:5999
CCTV-5体育,http://218.86.184.186:4022/rtp/238.255.2.134:5999
CCTV-5+体育赛事,http://218.86.184.186:4022/rtp/238.255.2.185:5999
CCTV-6电影,http://218.86.184.186:4022/rtp/238.255.2.135:5999
CCTV-7国防军事,http://218.86.184.186:4022/rtp/238.255.2.12:5999
CCTV-8电视剧,http://218.86.184.186:4022/rtp/238.255.2.136:5999
CCTV-9纪录,http://218.86.184.186:4022/rtp/238.255.2.155:5999
CCTV-10科教,http://218.86.184.186:4022/rtp/238.255.2.13:5999
CCTV-11戏曲,http://218.86.184.186:4022/rtp/238.255.2.14:5999
CCTV-12社会与法,http://218.86.184.186:4022/rtp/238.255.2.15:5999
CCTV-13新闻,http://218.86.184.186:4022/rtp/238.255.2.16:5999
CCTV-13新闻,http://218.86.184.186:4022/rtp/238.255.2.218:5999
CCTV-14少儿,http://218.86.184.186:4022/rtp/238.255.2.17:5999
CCTV-15音乐,http://218.86.184.186:4022/rtp/238.255.2.18:5999
CCTV-17农业农村,http://218.86.184.186:4022/rtp/238.255.2.137:5999
CCTV第一剧场,http://218.86.184.186:4022/rtp/238.255.2.25:5999
CCTV风云剧场,http://218.86.184.186:4022/rtp/238.255.2.28:5999
CCTV怀旧剧场,http://218.86.184.186:4022/rtp/238.255.2.33:5999
CCTV兵器科技,http://218.86.184.186:4022/rtp/238.255.2.34:5999
CCTV风云音乐,http://218.86.184.186:4022/rtp/238.255.2.24:5999
CCTV风云足球,http://218.86.184.186:4022/rtp/238.255.2.29:5999
CCTV高尔夫网球,http://218.86.184.186:4022/rtp/238.255.2.223:5999
CCTV女性时尚,http://218.86.184.186:4022/rtp/238.255.2.27:5999
CCTV世界地理,http://218.86.184.186:4022/rtp/238.255.2.26:5999
CCTV央视台球,http://218.86.184.186:4022/rtp/238.255.2.224:5999
CCTV央视文化精品,http://218.86.184.186:4022/rtp/238.255.2.32:5999
CCTV-4欧洲,http://218.86.184.186:4022/rtp/238.255.2.213:5999
CCTV-4美洲,http://218.86.184.186:4022/rtp/238.255.2.214:5999
CETV1,http://218.86.184.186:4022/rtp/238.255.2.105:5999
CETV2,http://218.86.184.186:4022/rtp/238.255.2.221:5999
CETV4,http://218.86.184.186:4022/rtp/238.255.2.222:5999
北京卫视,http://218.86.184.186:4022/rtp/238.255.2.81:5999
东方卫视,http://218.86.184.186:4022/rtp/238.255.2.98:5999
东南卫视,http://218.86.184.186:4022/rtp/238.255.2.103:5999
广东卫视,http://218.86.184.186:4022/rtp/238.255.2.59:5999
海南卫视,http://218.86.184.186:4022/rtp/238.255.2.58:5999
河北卫视,http://218.86.184.186:4022/rtp/238.255.2.77:5999
河南卫视,http://218.86.184.186:4022/rtp/238.255.2.74:5999
黑龙江卫视,http://218.86.184.186:4022/rtp/238.255.2.96:5999
湖北卫视,http://218.86.184.186:4022/rtp/238.255.2.102:5999
江苏卫视,http://218.86.184.186:4022/rtp/238.255.2.104:5999
浙江卫视,http://218.86.184.186:4022/rtp/238.255.2.100:5999
重庆卫视,http://218.86.184.186:4022/rtp/238.255.2.78:5999
安徽卫视,http://218.86.184.186:4022/rtp/238.255.2.101:5999
江西卫视,http://218.86.184.186:4022/rtp/238.255.2.94:5999
青海卫视,http://218.86.184.186:4022/rtp/238.255.2.51:5999
山东卫视,http://218.86.184.186:4022/rtp/238.255.2.97:5999
深圳卫视,http://218.86.184.186:4022/rtp/238.255.2.61:5999
四川卫视,http://218.86.184.186:4022/rtp/238.255.2.76:5999
天津卫视,http://218.86.184.186:4022/rtp/238.255.2.99:5999
辽宁卫视,http://218.86.184.186:4022/rtp/238.255.2.69:5999
甘肃卫视,http://218.86.184.186:4022/rtp/238.255.2.73:5999
湖南卫视,http://218.86.184.186:4022/rtp/238.255.2.93:5999
吉林卫视,http://218.86.184.186:4022/rtp/238.255.2.95:5999
云南卫视,http://218.86.184.186:4022/rtp/238.255.2.63:5999
山东教育卫视,http://218.86.184.186:4022/rtp/238.255.2.79:5999
山西卫视,http://218.86.184.186:4022/rtp/238.255.2.71:5999
陕西卫视,http://218.86.184.186:4022/rtp/238.255.2.72:5999
宁夏卫视,http://218.86.184.186:4022/rtp/238.255.2.75:5999
广西卫视,http://218.86.184.186:4022/rtp/238.255.2.64:5999
内蒙古卫视,http://218.86.184.186:4022/rtp/238.255.2.53:5999
三沙卫视,http://218.86.184.186:4022/rtp/238.255.2.203:5999
厦门卫视,http://218.86.184.186:4022/rtp/238.255.2.205:5999
西藏卫视,http://218.86.184.186:4022/rtp/238.255.2.202:5999
新疆卫视,http://218.86.184.186:4022/rtp/238.255.2.163:5999
新疆卫视,http://218.86.184.186:4022/rtp/238.255.2.66:5999
西藏卫视藏语,http://218.86.184.186:4022/rtp/238.255.2.23:5999
西藏卫视,http://218.86.184.186:4022/rtp/238.255.2.65:5999
延边卫视,http://218.86.184.186:4022/rtp/238.255.2.204:5999
康巴卫视,http://218.86.184.186:4022/rtp/238.255.2.140:5999
兵团卫视,http://218.86.184.186:4022/rtp/238.255.2.67:5999
农林卫视,http://218.86.184.186:4022/rtp/238.255.2.120:5999
安多卫视,http://218.86.184.186:4022/rtp/238.255.2.189:5999
北京纪实科教,http://218.86.184.186:4022/rtp/238.255.2.107:5999
北京卡酷少儿,http://218.86.184.186:4022/rtp/238.255.2.80:5999
北京卡酷少儿,http://218.86.184.186:4022/rtp/238.255.2.106:5999
金鹰纪实,http://218.86.184.186:4022/rtp/238.255.2.108:5999
金鹰卡通,http://218.86.184.186:4022/rtp/238.255.2.55:5999
CGTN英语,http://218.86.184.186:4022/rtp/238.255.2.207:5999
CGTN纪录,http://218.86.184.186:4022/rtp/238.255.2.212:5999
CGTN阿拉伯语,http://218.86.184.186:4022/rtp/238.255.2.211:5999
CGTN俄语,http://218.86.184.186:4022/rtp/238.255.2.210:5999
CGTN法语,http://218.86.184.186:4022/rtp/238.255.2.208:5999
CGTN西班牙语,http://218.86.184.186:4022/rtp/238.255.2.209:5999
天元围棋,http://218.86.184.186:4022/rtp/238.255.2.7:5999
贵州直播频道,http://218.86.184.186:4022/rtp/238.255.2.206:5999
优漫卡通,http://218.86.184.186:4022/rtp/238.255.2.57:5999
嘉佳卡通,http://218.86.184.186:4022/rtp/238.255.2.62:5999
哈哈炫动,http://218.86.184.186:4022/rtp/238.255.2.56:5999
汽摩频道,http://218.86.184.186:4022/rtp/238.255.2.148:5999

贵州电信-组播3,#group#
贵州卫视,http://218.86.186.91:8188/rtp/238.255.2.1:5999
贵州卫视2,http://218.86.186.91:8188/rtp/238.255.2.2:5999
贵州卫视3,http://218.86.186.91:8188/rtp/238.255.2.3:5999
贵州卫视4,http://218.86.186.91:8188/rtp/238.255.2.4:5999
贵州卫视5,http://218.86.186.91:8188/rtp/238.255.2.5:5999
贵州卫视6,http://218.86.186.91:8188/rtp/238.255.2.6:5999
贵州卫视7,http://218.86.186.91:8188/rtp/238.255.2.9:5999
贵阳-1,http://218.86.186.91:8188/rtp/238.255.2.19:5999
贵阳-2,http://218.86.186.91:8188/rtp/238.255.2.20:5999
贵阳-3,http://218.86.186.91:8188/rtp/238.255.2.22:5999
六盘水-1,http://218.86.186.91:8188/rtp/238.255.2.115:5999
六盘水-2,http://218.86.186.91:8188/rtp/238.255.2.116:5999
黔南-1,http://218.86.186.91:8188/rtp/238.255.2.150:5999
黔南-2,http://218.86.186.91:8188/rtp/238.255.2.151:5999
黔西南综合频道,http://218.86.186.91:8188/rtp/238.255.2.126:5999
黔西南公共频道,http://218.86.186.91:8188/rtp/238.255.2.127:5999
